date,kappa_usd,theta_usd,sigma_usd,kappa_khr,theta_khr,sigma_khr
2014-12-01,10.843603621194033,8.807659526051772,7.611969374419579,1.3971953099190123e-06,-2170031.966843817,2.544847560659403
2015-01-01,13.5412937762176,8.852263590333987,8.322866771387673,2.39565335638944,22.336660563196055,3.6840778071207563
2015-02-01,13.93234832960099,8.867556279293616,8.46150937173765,2.088848426239986,21.978526015066112,3.66852680830907
2015-03-01,12.177022896435522,8.96881664365317,8.244147862035327,2.1509685042663533,21.795578759271,3.645555627744504
2015-04-01,11.43704142594964,9.013544608425715,8.100756157075704,2.1445017900754446,21.699950772716416,3.6429592951751673
2015-05-01,11.052518949106828,9.05098728719651,8.031744601209727,2.069366067896657,21.384697325485448,3.6348211017471033
2015-06-01,11.05563809723607,8.950186112873464,7.838294752000238,2.0815871749729986,21.372230456828184,3.636354817624687
2015-07-01,7.631757679653171,9.400054743902244,5.231381471125875,1.8746805561154978,21.13535091093494,3.6301572159701454
2015-08-01,5.690071584103465,9.26895961930991,4.773694704950001,1.5769156888985618,20.498253836997318,3.6500199229919597
2015-09-01,6.460989739499492,9.400346824090601,4.611823902039136,1.7064082950462167,20.14766254775131,3.581923584745554
2015-10-01,6.991162443923559,9.441862390224667,4.680870456546742,2.1447935284199264,20.419210533381445,3.6369742675057353
2015-11-01,9.690448075697365,9.518412381961943,4.560222856535016,1.7897995289495094,19.24468866782385,3.928325354521819
2015-12-01,12.163422697702106,9.503015072491946,4.910669189355666,0.6182836467852748,14.136673194454533,3.9872154518544054
2016-01-01,9.134534726557073,9.487870133083717,4.331933720655089,3.991520911561845,20.04251875374405,5.253218351080088
2016-02-01,9.346961692951725,9.475198158236566,4.341958520999654,4.62492960898905,19.999800048180738,5.312967974526821
2016-03-01,10.02380093074493,9.440492234166683,4.3874362813637715,4.967872295002442,19.876642953872782,5.381061230533769
2016-04-01,8.07864844451099,9.579066962953991,3.9627410417482283,6.181179929944991,19.876371546853672,5.51659067796145
2016-05-01,8.175774416879081,9.591647761166826,3.9727893559047174,7.215856528096392,19.713092346458563,5.723219408755528
2016-06-01,8.034335258243432,9.613749817734066,3.964621019487894,8.665421223751093,19.626945183517613,5.85582916990521
2016-07-01,8.45978469217348,9.576299517668037,4.070229237916232,11.798066114963817,19.485924285011052,6.017822488635254
2016-08-01,8.346875931109537,9.556690054117194,4.060612655197873,15.239916025561623,19.563613625023294,6.8503940553986755
2016-09-01,8.132838367401597,9.523182307586602,4.061256797692979,18.340316008456565,19.490659804883585,7.374980088503736
2016-10-01,7.835824565748066,9.551177535610288,3.9568064330345853,19.38366647947397,19.358871024901436,7.756688321568506
2016-11-01,5.909940795893954,9.333261991730787,4.4129985704789965,15.176576305429988,19.438766250422606,6.634251027798353
2016-12-01,2.9315501298011806,8.675486956057279,3.5966654078906064,8.01440263243199,18.814109913622005,6.883232990913656
2017-01-01,3.6225905058775894,8.700677129510872,3.635809007909849,326.41220906881654,19.399057745293394,56.431353154078536
2017-02-01,3.8890547220131304,8.525738440082012,3.610696997591668,335.7570799526246,19.12069025518887,63.3394546877619
2017-03-01,5.085031441284027,8.800426263850781,3.9733703083310576,334.4536916511579,18.879682098535604,66.25831363198418
2017-04-01,5.335397402597341,8.711356310975843,4.023700302070731,315.9553388279311,18.529857342113345,72.6469436605177
2017-05-01,5.106189990897326,8.487956689819125,4.2333986587826615,30.275152848884662,18.157517430534377,24.227831613615578
2017-06-01,4.940736069934133,8.41048953023762,4.211524050951527,18.74456262372154,17.75158388512373,20.434272521423228
2017-07-01,4.946065618365871,8.453241087078503,4.209858936203862,15.086535990560828,17.467577459508398,19.07121002010601
2017-08-01,4.761459617183711,8.432684157781997,4.188707833828735,12.245997116148619,17.054051840861344,18.32197568503924
2017-09-01,4.4233922520803866,8.233710963986876,4.171798787182745,10.169230269963492,16.57652841523666,17.5606353643294
2017-10-01,3.1747202172711013,7.963716333611485,4.210603180721616,8.698193517653467,16.334152943006167,16.986903163521916
2017-11-01,3.7455531542817067,8.168141572000138,4.309783249990721,7.598553814732092,16.146711824676807,16.571326850660824
2017-12-01,2.8565110486551757,7.38905081254617,3.177506132868217,6.516110011912943,15.403180924174052,15.771906767499818
2018-01-01,2.294502179350375,6.633113298690927,3.4534733763166017,6.3491036694124645,14.97651621286102,15.648571231177145
2018-02-01,1.616864731042638,5.729873264805249,3.4349341139281298,6.25132942864548,14.638521095666531,15.601478186195328
2018-03-01,4.514041357046665,7.131908524706821,4.286669684140209,6.067770990188894,13.915318842134088,15.567355112729068
2018-04-01,5.012815959074052,6.963424550673099,4.376136376025474,5.973922796242834,13.587075689856203,15.528968498348593
2018-05-01,6.089862141333002,6.849092667194514,4.408093276811535,6.115484527821638,13.169524708446206,15.507032206396302
2018-06-01,6.1633330023700665,6.718751082153213,4.476991387310814,6.218937445711003,12.716155886265323,15.534063665845064
2018-07-01,7.349389885220033,6.657577976946261,4.551010986256767,6.814668798874237,12.014267243004166,15.404422471974495
2018-08-01,8.588723837564572,6.594384244380187,4.6556718207213414,7.02698864067089,11.568354809400716,15.5471423282153
2018-09-01,10.101688289897293,6.564886465543928,4.808719859665766,7.356608741669723,11.27187004691477,15.652577685296244
2018-10-01,7.941889123620943,6.671949239792292,4.294107716567231,8.363845680081525,10.881090323183166,15.749982777664094
2018-11-01,7.891383421219581,6.619496688344531,4.30735212127704,7.64470723461399,10.758449524758468,15.445553015539996
2018-12-01,7.770725108442278,6.543214949619612,4.232184573861257,10.12788946623742,9.587150513278171,7.077354448377411
2019-01-01,7.771299588021873,6.4551247313144415,4.267006133842173,1.9331957692494655,8.538014535059986,3.3299306909087782
2019-02-01,9.142337347098064,6.274138386033664,3.8014466978398884,2.8139897479814726,8.439812045447393,3.132819879843521
2019-03-01,12.946175861160514,6.255385452293426,4.0897462585392645,0.7269766717668069,5.1567108242916575,2.793507024834698
2019-04-01,12.565272448860842,6.241529109510392,4.057432049009286,0.35037479487800294,-2.4584737154237404,2.847991086343831
2019-05-01,13.622571807316987,6.202916465850706,4.103353650010678,0.9093140798591193,5.070023763403746,2.976375618045418
2019-06-01,16.88861367670967,6.110305049207897,4.203529826987081,2.090204306902888,6.983779170225567,2.9625303823363627
2019-07-01,26.84150122012381,6.060553351283286,4.824663358407844,1.219862252682819,5.83883287937342,2.894283138401425
2019-08-01,292.49419523573187,6.037239194290004,15.259583337947184,1.1603984742329696,5.572758258532642,2.8912815253365194
2019-09-01,35.92127725803708,6.062864386306148,5.232893650185268,1.658533905895383,6.095218806722055,2.8843314205559993
2019-10-01,27.99055630177765,6.006239324736138,4.625838070302215,1.8450044444107996,6.136228979452403,2.8928199647631443
2019-11-01,30.26733388960956,5.9656736396805154,4.737419334057988,1.5719528660577806,5.615313270898725,2.9214972227251286
2019-12-01,19.272959195301965,5.997881578057013,3.5400188996019724,2.11324882101551,5.801249298677639,2.8964329842318315
2020-01-01,326.8836828735757,6.070914198480106,10.109393246807231,3.610529604415512,6.337033734477924,3.107109302274088
2020-02-01,12.181912390514388,6.007271200408622,1.639786776232521,2.543085056146305,6.305240366501368,2.8824439963290254
2020-03-01,10.262791059501925,6.019920874208072,1.5355950946428498,3.0388935848812366,6.008692144951436,2.9112570444812316
2020-04-01,10.611345718450973,5.975106384440551,1.645578804871052,3.913565940188815,5.982625031417756,2.9057247710153167
2020-05-01,11.38898924525911,6.034802966739056,1.6187569788967489,5.320311395163015,6.241151590041761,3.35516613013196
2020-06-01,10.452307331135074,6.006353071992496,1.56736554382238,5.886547990762543,6.099085764887906,3.7151415634533747
2020-07-01,10.486787126204907,5.98929638877593,1.5557734657198596,7.096848527855276,6.296079426166369,4.17438011101275
2020-08-01,11.754408063456196,5.939638059988617,1.4904894130678277,7.089433550697596,6.260458286349707,4.114923262831011
2020-09-01,14.90130670943918,5.870557351356855,1.7296491582090647,8.641339457398185,6.133608013390062,4.225159975974639
2020-10-01,17.561172916902883,5.870979570549341,1.8423541971053816,9.849138722851412,6.116465755567415,4.342452680480278
2020-11-01,21.66530977049623,5.869302556939244,2.0007087875577563,10.550415234666247,6.1056177498845186,4.4187009024385375
2020-12-01,19.41962102967286,5.877948528750718,1.8871122729141683,15.001742221654476,5.911182746911427,4.781177355724063
2021-01-01,18.807118249857425,5.9007109830463165,1.9934484992059747,28.42256334891999,5.915811082729967,6.1333400258732045
2021-02-01,15.249882950153122,5.8961210791678855,1.793186392481994,26.506276759029554,5.93501157192865,5.956833769848963
2021-03-01,20.31652694499044,5.872874627270148,2.0995352857645555,27.170459430073116,5.969408477973333,5.746358148550685
2021-04-01,22.034918996516268,5.8598609811396365,2.1329630252953544,24.962884508865084,5.915909070758471,5.92839062536874
2021-05-01,20.469645734601087,5.862580506740189,2.057167933938209,22.697492592488807,5.882931111871208,5.609252738261885
2021-06-01,19.24382151993478,5.838161388303189,2.026259378729289,21.819120621127084,5.9288873538403815,5.484422341921293
2021-07-01,21.744516159304247,5.823062515173225,2.066117271341935,21.70194216081866,6.008911896842406,5.552224202656791
2021-08-01,23.2455072663588,5.8146242836314315,2.1282776112488024,29.200421996669263,5.970536051621959,6.569346657369788
2021-09-01,20.474991261823085,5.819033916317702,1.981493564273711,35.80363004276699,6.011350882122567,7.284640760708314
2021-10-01,16.17829714524075,5.785928375149025,1.9617873862484303,38.74313978941363,6.089892434317894,7.348510898058951
2021-11-01,15.387879270272549,5.8036595388640375,1.8483596960399722,301.88123897179,6.155502934007187,19.887680427973443
2021-12-01,10.934149657038759,5.746723313960559,1.7190586649500958,298.17890175617777,6.106273947745565,20.03591768509986
2022-01-01,13.117579099524985,5.747753609428791,1.8216027262379442,297.52534708740393,6.092061326048228,19.9950857658432
2022-02-01,13.956671115716262,5.723876822065981,1.8569717659403548,285.5777168253268,6.118872064568327,19.26600662619947
2022-03-01,11.934252410608797,5.722061306290351,1.755601395748647,307.99330678011034,6.123016084005521,19.931970743473553
2022-04-01,9.830020584721602,5.664983826856698,1.5901572612297679,32.81772149629648,6.008678384071246,6.505164502131086
2022-05-01,5.541168610944074,5.4725273793865945,1.8797401179486788,25.245201542569554,6.058515536421397,5.589313907227803
2022-06-01,4.446272718406976,5.3854183052256595,1.8062167982738453,19.73130546916947,5.94195929235916,4.737776608000412
2022-07-01,5.42434578084597,5.437598129034746,1.8838816088766248,30.98853004144398,5.882667015316389,5.434522198706075
2022-08-01,4.8067481323688455,5.475714661487964,1.7919633554764671,37.86858528248714,5.817878999018005,6.233049956528444
2022-09-01,6.62428910054126,5.595040079363077,2.35637654975309,53.928057776336814,5.7789166974201915,7.207507569243634
2022-10-01,11.212571474764605,5.451685687274303,2.9383394075992824,314.3554561879847,5.72990635622908,16.829683682967342
2022-11-01,9.987285895701014,5.369434530127856,2.9599176251796964,38.93001008398069,5.73838669010744,5.833022638428526
2022-12-01,7.239170660867064,5.136883573738338,2.862551138677529,20.67461353302767,5.64805505723576,4.3187755576832405
2023-01-01,9.876642519243742,5.149569977397146,3.0553644015481787,25.92778490743534,5.63500515718028,4.72494566149283
2023-02-01,9.138561733168729,5.135024837609881,2.9934444100268514,23.430831019719136,5.665462393487045,4.490722830000964
2023-03-01,8.77036297312185,5.028073922615269,2.990510503893711,29.79337322836364,5.683871172995456,4.797055205677825
2023-04-01,8.89563348769224,4.984584947406548,2.9902474722090755,23.788507311362636,5.6578241090254355,4.347033130348255
2023-05-01,8.213896569657422,4.9003989063000395,2.9986067011283506,22.739155897192205,5.616202462314483,4.185198042608517
2023-06-01,6.1528550571259695,4.64374057665695,3.036803366428871,30.6189844594661,5.540962100083545,4.377900151798836
2023-07-01,9.840052987924732,4.752626757993697,3.5130522447388812,18.38771010922833,5.541300466849677,3.423356021336794
2023-08-01,10.252217312563001,4.68956125193975,3.5815869338334005,13.348659260222703,5.436659776656098,2.82656676069547
2023-09-01,10.501034636953566,4.6982328200068695,3.611750835629152,20.284950710209458,5.406970975611419,3.092850742244093
2023-10-01,11.000055424629531,4.680538376739439,3.629739200785157,310.1442930392437,5.393797850948827,10.919269331417393
2023-11-01,11.378865297752412,4.652982822328472,3.677918286149869,306.0140299677464,5.395974393800312,10.847729849880166
2023-12-01,12.047420552995083,4.527491467859014,3.718603867689105,305.3491867343863,5.347040097174375,10.70808213816879
2024-01-01,14.666147768442215,4.51360726774606,3.93375035191685,329.340417180519,5.336440733704666,10.77662400738896
2024-02-01,16.564808335305404,4.483919348574126,4.073141964361994,315.11446557899177,5.37995988984817,12.266514338118242
2024-03-01,18.89821792135131,4.445261295740463,4.220856390984274,19.136253182412517,5.4735854396488675,3.2889577217928387
2024-04-01,16.445191598871904,4.492206365744239,3.907563884014043,10.464321704771358,5.48474919539336,2.577039888427625
2024-05-01,15.847837754628468,4.560745779692697,4.061903213004689,7.334876499378115,5.587255270505182,2.3088708781354788
2024-06-01,15.466118419975949,4.534349890466125,3.985259470301216,8.036362746854653,5.5258075912799605,2.365639648419868
2024-07-01,14.715233959101287,4.582022099780262,4.091999837764875,7.146347123832605,5.700721310942372,2.3374466756918917
2024-08-01,14.44655735130781,4.503346263427453,3.3929940067986917,4.944677553346743,5.740555190097319,2.157912756986315
2024-09-01,10.27595064998048,4.561456997227925,3.0392869169362,4.5117719738345645,5.805704011953146,2.1214682897400428
2024-10-01,6.997231376438759,4.73275894300035,2.9477729387301967,4.983582375377566,5.850812377651888,2.096905370784646
2024-11-01,8.860171738563515,4.7626020239042575,2.982429381821519,4.998421300672408,6.032053110176196,2.17470902644681
2024-12-01,7.965746539764437,4.710838778511317,2.8670182889475537,4.725458414877895,5.9157844836657905,2.1198944540514972
2025-01-01,7.894997859544906,4.804183763120867,3.021545267359177,4.0939328071772945,6.051428491838373,2.220445485581191
2025-02-01,6.8683332396443575,4.929936238375177,2.924939936962076,6.087521874672035,6.017411564155749,2.354191102160039
2025-03-01,6.990847825785906,4.9365461737544365,2.935640446179379,6.797666494398872,6.123252370127794,2.5649860629123125
2025-04-01,7.127004624469961,5.035370568699409,2.8950881215645277,8.080817253242337,6.082591142989486,2.716967431499239
2025-05-01,9.358407355203273,5.176289685260107,2.6420892165596586,9.056879733343207,6.166554324919497,2.7933968233736746
2025-06-01,6.716930751985071,5.143760946200344,2.3509036386272744,10.869883369118705,6.219379661563883,2.8308486869292517
2025-07-01,7.071474993153982,5.272068000317999,2.352081329069277,15.326540581366213,6.266275497433979,2.970715288531223
2025-08-01,7.684427154742716,5.242303071108076,2.415695277343144,20.354827308766513,6.232306411470991,3.5443838268480103
2025-09-01,7.373346703459812,5.300461497664928,2.472672397359209,12.436272077849578,6.147543281203399,3.2022608151758902
2025-10-01,7.239785132737932,5.38664235486581,2.405615319069548,14.399629906601753,6.208957542001437,3.286505649475443
2025-11-01,9.040909706036455,5.507242555407391,2.230855059699836,17.81302612529283,6.227237107071356,3.4150752466336094
